department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met_more_than_80,awards_won,avg_training_score
Procurement,26,Bachelors,f,other,1,26,3.0,2,0,0,66
Sales & Marketing,17,Bachelors,m,other,1,31,4.0,5,0,0,51
Technology,5,Bachelors,f,other,1,28,1.0,3,0,0,83
Sales & Marketing,13,Masters & above,m,sourcing,1,38,5.0,4,0,0,53
Sales & Marketing,2,Bachelors,m,other,1,49,5.0,11,0,0,51
Technology,2,Masters & above,f,sourcing,1,54,1.0,18,0,0,78
Operations,27,Bachelors,m,other,2,33,4.0,8,0,0,57
Sales & Marketing,3,Bachelors,f,other,1,31,1.0,8,0,0,54
Analytics,32,Bachelors,f,other,1,27,1.0,3,0,0,83
Analytics,14,Bachelors,m,sourcing,1,33,5.0,4,1,0,84
Operations,2,Bachelors,f,sourcing,2,30,5.0,5,1,0,55
Operations,6,Bachelors,m,other,2,39,4.0,4,0,0,59
Procurement,23,Bachelors,m,sourcing,1,31,3.0,4,0,0,70
Sales & Marketing,31,Bachelors,m,other,1,32,4.0,3,1,0,43
Sales & Marketing,32,Bachelors,m,other,1,31,3.0,4,0,0,47
Procurement,31,Masters & above,m,other,1,38,1.0,3,1,0,71
Operations,26,Masters & above,f,other,1,33,3.0,9,0,0,55
Sales & Marketing,11,Bachelors,m,sourcing,2,29,3.0,5,0,0,49
Technology,2,Masters & above,m,other,1,40,5.0,8,1,0,82
Procurement,7,Masters & above,f,sourcing,1,32,5.0,7,1,0,68
Sales & Marketing,22,Bachelors,m,sourcing,1,28,4.0,5,1,0,46
Procurement,16,Bachelors,f,other,1,29,5.0,2,1,0,70
Sales & Marketing,11,Bachelors,m,sourcing,1,35,5.0,3,0,0,50
Sales & Marketing,2,Bachelors,m,sourcing,2,28,2.0,6,0,0,47
Sales & Marketing,25,Bachelors,f,sourcing,1,27,3.0,3,1,0,48
Sales & Marketing,5,Bachelors,m,other,1,44,3.0,16,0,0,53
Finance,2,Bachelors,m,sourcing,1,32,5.0,3,1,0,57
Procurement,26,Bachelors,m,other,2,37,5.0,10,1,0,70
Technology,15,Bachelors,m,other,1,31,5.0,4,0,0,83
Operations,16,Bachelors,m,other,1,39,5.0,4,1,0,55
Technology,7,Bachelors,f,sourcing,2,43,3.0,9,1,0,79
Operations,19,Bachelors,f,other,1,41,2.0,4,0,0,62
Procurement,2,Bachelors,m,referred,1,30,5.0,5,1,0,72
Technology,34,Bachelors,m,sourcing,1,29,1.0,4,0,0,78
Procurement,17,Masters & above,f,other,2,36,3.0,9,0,1,70
Sales & Marketing,7,Bachelors,m,other,1,31,3.0,5,1,0,50
Procurement,15,Masters & above,m,other,1,41,5.0,10,1,0,72
Finance,29,Bachelors,m,other,1,29,1.0,3,0,0,62
Sales & Marketing,31,Bachelors,m,other,1,46,1.0,11,0,0,50
Procurement,10,Masters & above,m,sourcing,1,44,3.0,17,0,0,75
Finance,28,Masters & above,m,other,1,34,3.0,7,0,0,56
Sales & Marketing,13,Masters & above,m,other,1,41,3.0,8,0,0,53
Sales & Marketing,13,Bachelors,m,other,3,31,3.0,2,1,1,48
Operations,8,Bachelors,m,other,2,37,1.0,4,0,0,58
Sales & Marketing,15,Bachelors,m,sourcing,1,42,5.0,14,0,0,50
R&D,22,Bachelors,m,referred,1,28,4.0,2,0,0,80
Technology,2,Masters & above,f,sourcing,2,50,5.0,20,1,0,80
Procurement,7,Bachelors,f,other,1,29,5.0,2,0,0,70
Sales & Marketing,12,Bachelors,m,other,1,30,1.0,2,0,0,56
Technology,22,Bachelors,m,sourcing,5,28,1.0,2,1,0,76
Procurement,2,Bachelors,f,sourcing,1,57,4.0,25,0,0,66
Procurement,2,Bachelors,m,sourcing,1,30,4.0,4,0,0,69
Procurement,22,Bachelors,f,other,3,25,4.0,3,0,0,69
Technology,2,Bachelors,m,other,1,58,4.0,3,1,0,79
Sales & Marketing,2,Masters & above,m,other,1,32,5.0,4,1,0,42
Sales & Marketing,7,Masters & above,m,other,1,36,5.0,3,1,0,54
Finance,2,Bachelors,m,sourcing,1,52,3.0,13,0,0,60
Sales & Marketing,11,Bachelors,f,other,1,37,3.0,7,0,0,50
Sales & Marketing,7,Masters & above,m,sourcing,2,43,3.0,12,0,0,51
Procurement,26,Bachelors,m,other,1,27,2.0,4,0,0,72
Sales & Marketing,31,Masters & above,m,sourcing,2,32,4.0,3,1,0,49
Operations,16,Bachelors,m,other,1,27,4.0,2,0,0,59
Sales & Marketing,22,Bachelors,m,referred,1,31,4.0,6,0,0,51
Technology,7,Bachelors,m,other,1,30,3.0,5,1,0,78
Sales & Marketing,9,Masters & above,m,other,1,28,1.0,2,0,0,50
Sales & Marketing,12,Bachelors,m,sourcing,1,30,3.0,5,0,0,49
Procurement,2,Masters & above,f,other,1,57,4.0,7,1,0,67
Operations,10,Bachelors,f,other,1,36,4.0,10,1,0,58
Technology,2,Masters & above,m,other,2,60,3.0,6,0,0,83
Operations,15,Bachelors,m,sourcing,1,41,4.0,2,0,0,60
Sales & Marketing,16,Bachelors,m,other,1,37,3.0,4,1,0,46
Technology,15,Bachelors,m,sourcing,2,36,5.0,3,1,0,80
Operations,22,Bachelors,f,other,1,31,4.0,5,0,0,64
Sales & Marketing,29,Bachelors,m,other,1,27,3.0,4,0,0,65
Sales & Marketing,2,Masters & above,f,sourcing,1,41,2.0,5,0,0,47
Analytics,25,Bachelors,m,other,1,29,3.0,2,1,1,94
Procurement,13,Masters & above,m,sourcing,1,37,3.0,7,1,0,70
Operations,19,Bachelors,m,sourcing,1,42,5.0,14,0,0,54
Operations,7,Masters & above,m,sourcing,2,36,5.0,7,1,0,66
R&D,22,Masters & above,m,sourcing,2,31,5.0,8,1,0,89
Sales & Marketing,30,Bachelors,m,other,2,39,2.0,8,0,0,52
Sales & Marketing,28,Bachelors,m,other,3,32,5.0,2,1,0,46
Analytics,32,Bachelors,m,other,1,35,3.0,2,1,0,86
Sales & Marketing,1,Bachelors,m,other,1,31,4.0,6,0,0,50
Procurement,2,Bachelors,f,other,4,30,1.0,5,0,0,71
Operations,26,Bachelors,m,sourcing,1,43,3.0,12,0,0,60
Legal,2,Bachelors,m,other,1,55,3.0,8,0,0,62
Sales & Marketing,2,Masters & above,m,other,1,46,5.0,16,0,1,62
Sales & Marketing,2,Masters & above,m,sourcing,1,43,4.0,11,0,0,48
Analytics,28,Bachelors,m,other,4,28,3.0,2,0,0,88
Sales & Marketing,2,Bachelors,m,other,1,34,2.0,2,0,0,47
Sales & Marketing,16,Bachelors,m,sourcing,1,36,3.0,4,0,0,53
R&D,11,Masters & above,m,other,1,28,4.0,2,1,0,85
Procurement,34,Bachelors,m,other,1,30,5.0,5,1,0,65
Finance,4,Bachelors,f,other,1,34,5.0,5,0,0,69
Operations,2,Bachelors,f,sourcing,1,40,4.0,11,0,0,61
Analytics,25,Bachelors,m,other,1,31,4.0,4,0,0,79
Operations,7,Bachelors,f,other,2,50,4.0,20,0,0,64
Sales & Marketing,2,Masters & above,f,other,1,43,5.0,6,1,0,52
Technology,22,Masters & above,f,other,2,35,3.0,3,0,0,79
Operations,2,Bachelors,f,other,1,29,5.0,7,1,0,60
Operations,8,Bachelors,f,other,2,28,2.0,5,0,0,64
Technology,13,Bachelors,f,sourcing,1,29,1.0,2,0,0,71
Procurement,7,Masters & above,m,other,2,42,5.0,14,1,0,68
Finance,2,Masters & above,m,other,1,32,1.0,3,1,0,56
Sales & Marketing,22,Bachelors,f,other,2,26,2.0,3,1,0,51
Finance,2,Below Secondary,f,sourcing,1,25,5.0,2,1,0,63
Analytics,22,Bachelors,m,sourcing,2,32,4.0,7,1,0,86
Procurement,17,Bachelors,f,sourcing,2,34,5.0,7,0,0,64
Procurement,2,Bachelors,m,other,1,46,3.0,7,0,0,71
Operations,17,Bachelors,f,other,1,27,4.0,1,0,1,58
Sales & Marketing,31,Masters & above,m,sourcing,1,31,3.0,6,0,0,50
Sales & Marketing,2,Bachelors,m,other,2,41,1.0,5,1,0,49
Sales & Marketing,15,Bachelors,m,sourcing,4,35,1.0,7,1,1,52
Sales & Marketing,11,Bachelors,m,other,1,47,1.0,4,0,0,50
Operations,6,Bachelors,m,other,1,26,5.0,4,1,0,62
Operations,4,Masters & above,f,other,1,51,4.0,9,0,0,60
Legal,2,Below Secondary,m,other,1,27,5.0,4,1,0,55
Procurement,27,Bachelors,m,other,1,43,3.0,4,1,1,70
Technology,8,Masters & above,f,other,1,32,3.0,3,0,0,82
Operations,7,Masters & above,f,other,1,36,1.0,7,0,0,56
Analytics,2,Bachelors,m,other,1,32,4.0,6,0,0,90
Sales & Marketing,27,Bachelors,m,other,1,31,5.0,10,0,0,52
Finance,2,Masters & above,f,sourcing,1,43,4.0,10,0,0,61
Sales & Marketing,12,Bachelors,m,other,1,33,3.0,2,0,0,54
Operations,2,Bachelors,m,other,1,36,1.0,9,0,0,56
Operations,8,Masters & above,m,sourcing,1,42,3.0,7,1,0,59
Technology,15,Bachelors,f,other,1,27,3.0,3,0,0,79
Sales & Marketing,30,Bachelors,m,sourcing,1,33,1.0,3,0,0,49
Operations,27,Bachelors,f,other,1,32,3.0,2,0,0,60
Operations,2,Bachelors,f,other,1,51,5.0,2,0,1,88
Operations,26,Bachelors,m,other,2,37,3.0,8,0,0,63
Legal,4,Masters & above,m,other,1,37,5.0,5,1,0,61
Analytics,2,Bachelors,m,other,1,40,3.0,11,0,0,84
Technology,2,Bachelors,m,sourcing,1,26,4.0,3,1,0,81
Technology,17,Bachelors,m,other,1,29,5.0,5,1,0,79
Procurement,2,Bachelors,f,sourcing,1,31,3.0,2,0,0,94
Legal,11,Bachelors,m,other,1,29,4.0,3,0,0,59
Procurement,31,Bachelors,f,other,2,32,1.0,3,0,0,68
Technology,2,Masters & above,f,other,1,53,4.0,4,0,0,79
Sales & Marketing,13,Bachelors,m,sourcing,1,43,5.0,17,1,0,50
Procurement,2,Masters & above,f,sourcing,1,32,1.0,6,0,0,67
Procurement,33,Masters & above,m,sourcing,1,38,5.0,10,1,0,72
Technology,4,Bachelors,f,other,1,30,5.0,2,0,0,77
Sales & Marketing,13,Masters & above,m,other,1,39,5.0,13,0,0,51
Technology,2,Masters & above,m,referred,1,34,4.0,8,0,0,81
Finance,2,Bachelors,f,other,1,25,5.0,3,0,0,65
Operations,13,Bachelors,m,sourcing,2,31,4.0,7,0,0,59
Technology,2,Bachelors,m,other,1,30,3.0,4,0,0,80
Sales & Marketing,15,Masters & above,m,other,1,40,5.0,6,0,0,48
Procurement,6,Bachelors,f,sourcing,2,27,3.0,2,0,0,65
Technology,31,Bachelors,f,other,1,27,3.0,2,0,0,80
Operations,7,Bachelors,f,sourcing,1,32,3.0,5,0,0,60
HR,2,Masters & above,m,sourcing,1,54,5.0,4,1,0,51
Procurement,22,Bachelors,m,other,3,28,3.0,3,1,0,71
Procurement,12,Bachelors,f,other,1,33,3.0,8,0,0,68
Sales & Marketing,2,Bachelors,m,other,1,34,3.0,2,1,0,88
Operations,2,Bachelors,f,other,1,32,2.0,7,0,0,64
Sales & Marketing,17,Masters & above,m,other,1,41,3.0,15,0,0,47
Procurement,8,Masters & above,f,other,1,39,4.0,10,1,0,70
Procurement,27,Bachelors,m,other,1,31,4.0,7,1,0,72
Sales & Marketing,22,Bachelors,m,other,2,28,3.0,3,0,0,47
Operations,11,Bachelors,m,other,1,29,3.0,3,0,0,66
Sales & Marketing,2,Masters & above,m,sourcing,2,35,3.0,3,1,0,48
Sales & Marketing,11,Bachelors,m,other,1,34,5.0,7,1,0,54
Finance,2,Below Secondary,m,sourcing,1,24,3.0,2,1,0,57
HR,13,Bachelors,f,other,1,24,3.0,2,0,0,51
Operations,2,Bachelors,f,sourcing,1,35,3.0,8,0,0,62
Operations,22,Bachelors,f,other,1,39,5.0,6,1,0,58
Operations,34,Bachelors,m,sourcing,1,26,5.0,3,1,0,60
R&D,26,Bachelors,m,other,1,28,3.0,2,1,0,85
Analytics,5,Masters & above,m,sourcing,2,33,5.0,3,0,0,81
Sales & Marketing,6,Bachelors,m,other,1,31,4.0,6,0,0,51
Procurement,17,Masters & above,f,sourcing,1,49,1.0,5,1,1,67
Procurement,14,Bachelors,f,sourcing,1,31,1.0,4,0,0,69
Analytics,7,Bachelors,m,other,1,44,3.0,4,0,0,86
Technology,28,Masters & above,f,sourcing,1,35,2.0,8,0,0,74
Sales & Marketing,2,Masters & above,f,sourcing,1,39,4.0,7,0,0,62
Sales & Marketing,7,Bachelors,m,other,1,34,3.0,4,1,0,49
Operations,7,Bachelors,f,sourcing,1,32,4.0,6,0,0,54
Finance,2,Bachelors,m,sourcing,1,55,3.0,3,0,0,62
Procurement,2,Masters & above,f,other,1,49,1.0,4,0,0,72
Analytics,31,Bachelors,m,sourcing,1,36,5.0,4,1,0,82
Procurement,15,Masters & above,m,other,1,36,5.0,12,1,0,68
Technology,5,Bachelors,m,sourcing,1,35,4.0,10,0,0,82
Analytics,26,Bachelors,f,sourcing,2,28,3.0,5,0,0,84
Sales & Marketing,2,Masters & above,m,other,1,59,3.0,29,1,0,48
Finance,11,Bachelors,m,other,1,32,3.0,7,1,0,68
Analytics,15,Masters & above,m,other,1,42,5.0,6,1,0,82
Sales & Marketing,19,Bachelors,m,sourcing,1,31,1.0,4,0,0,51
Technology,14,Bachelors,m,other,1,38,3.0,10,0,0,81
Finance,2,Bachelors,m,referred,1,28,5.0,3,1,0,57
Sales & Marketing,26,Bachelors,m,sourcing,1,44,1.0,6,1,0,48
Technology,2,Masters & above,m,other,2,39,3.0,4,0,0,76
Sales & Marketing,15,Bachelors,m,sourcing,1,35,1.0,3,0,0,51
Sales & Marketing,2,Masters & above,f,other,1,58,5.0,15,0,0,45
Operations,31,Masters & above,f,other,1,32,5.0,7,1,0,60
Technology,29,Bachelors,m,sourcing,1,31,3.0,2,1,0,78
Finance,11,Bachelors,f,other,1,31,3.0,5,1,0,61
Technology,26,Bachelors,m,other,1,29,3.0,2,0,0,80
Sales & Marketing,7,Masters & above,m,sourcing,1,37,3.0,8,0,0,52
Operations,19,Bachelors,m,other,1,31,3.0,6,1,0,66
Procurement,2,Bachelors,m,other,1,34,4.0,4,1,0,72
Sales & Marketing,9,Bachelors,m,sourcing,4,27,2.0,1,0,0,52
Finance,26,Bachelors,m,sourcing,1,28,1.0,2,0,0,61
Sales & Marketing,7,Masters & above,m,other,2,55,3.0,4,0,0,91
Procurement,22,Bachelors,m,other,1,40,3.0,2,1,1,70
Sales & Marketing,7,Masters & above,m,other,1,35,3.0,8,0,0,48
Analytics,31,Bachelors,m,other,1,32,4.0,4,0,0,87
Sales & Marketing,2,Bachelors,m,sourcing,2,30,3.0,4,0,0,49
Technology,13,Bachelors,f,other,1,31,2.0,8,0,0,83
Finance,2,Bachelors,m,other,1,35,3.0,11,0,0,59
Sales & Marketing,27,Bachelors,m,other,1,37,1.0,10,0,0,51
Sales & Marketing,7,Masters & above,m,sourcing,2,36,3.0,4,0,0,49
Sales & Marketing,28,Masters & above,m,other,1,34,5.0,7,0,0,52
HR,23,Masters & above,m,other,1,38,5.0,4,1,0,49
Technology,7,Bachelors,f,other,1,42,3.0,5,1,0,80
Analytics,2,Bachelors,m,other,2,26,2.0,3,1,0,82
Operations,13,Bachelors,f,sourcing,1,39,3.0,10,0,0,59
Operations,7,Bachelors,m,sourcing,1,45,3.0,7,1,0,62
Legal,2,Bachelors,m,other,1,52,3.0,9,0,0,57
Sales & Marketing,27,Bachelors,m,other,1,29,4.0,6,0,0,52
Operations,13,Bachelors,m,other,1,36,4.0,10,0,0,62
Operations,11,Masters & above,f,sourcing,1,35,5.0,7,0,0,56
Operations,22,Bachelors,f,other,1,28,5.0,3,1,0,63
Technology,16,Below Secondary,f,other,2,24,4.0,2,0,0,85
Operations,13,Bachelors,m,other,1,36,3.0,3,1,0,61
Sales & Marketing,2,Bachelors,f,sourcing,1,54,2.0,3,0,0,48
Operations,7,Bachelors,f,sourcing,1,40,3.0,13,1,0,57
Sales & Marketing,7,Bachelors,m,other,2,44,5.0,8,0,0,49
Operations,22,Bachelors,m,other,1,35,4.0,7,1,1,57
Procurement,2,Masters & above,f,other,1,34,3.0,7,1,0,66
Analytics,27,Bachelors,m,other,2,41,3.0,6,0,0,86
Finance,2,Masters & above,f,sourcing,1,52,4.0,20,1,0,64
Technology,22,Bachelors,m,other,2,30,4.0,5,1,0,85
Sales & Marketing,2,Bachelors,f,sourcing,1,55,3.0,11,1,0,50
R&D,7,Masters & above,m,other,4,36,3.0,3,1,0,85
Finance,22,Bachelors,f,sourcing,1,27,1.0,4,1,0,59
Technology,2,Masters & above,m,other,3,42,3.0,10,0,0,80
Technology,2,Bachelors,m,other,1,50,5.0,18,0,0,80
Technology,21,Bachelors,f,other,2,31,3.0,4,0,0,81
Sales & Marketing,31,Masters & above,m,sourcing,1,45,1.0,5,0,0,54
Operations,26,Bachelors,f,sourcing,1,28,5.0,4,1,0,54
Sales & Marketing,13,Bachelors,m,other,1,44,2.0,15,0,0,53
Sales & Marketing,2,Masters & above,f,other,1,48,4.0,3,0,0,52
Operations,2,Masters & above,m,sourcing,1,42,3.0,16,0,0,60
Operations,4,Bachelors,f,sourcing,1,36,5.0,7,0,0,70
Technology,2,Bachelors,f,sourcing,1,35,3.0,8,1,0,72
HR,32,Bachelors,f,other,1,34,1.0,5,0,0,53
Technology,29,Bachelors,m,other,1,31,3.0,2,1,0,79
Sales & Marketing,2,Masters & above,f,sourcing,1,56,2.0,7,0,0,47
Procurement,16,Masters & above,f,other,1,37,5.0,8,1,0,70
Operations,2,Bachelors,m,sourcing,2,42,4.0,11,1,1,58
HR,13,Bachelors,m,other,1,35,5.0,5,1,0,51
Sales & Marketing,22,Bachelors,m,sourcing,2,30,4.0,2,1,0,49
Technology,22,Masters & above,m,other,1,36,4.0,8,0,0,85
Procurement,2,Masters & above,m,other,1,46,1.0,4,0,0,68
Technology,5,Masters & above,m,other,1,35,3.0,7,0,0,81
Finance,22,Masters & above,m,sourcing,2,35,5.0,8,1,0,59
Sales & Marketing,23,Masters & above,m,other,1,38,5.0,9,1,0,50
Sales & Marketing,4,Masters & above,m,sourcing,1,35,5.0,3,1,1,53
Sales & Marketing,2,Bachelors,f,other,2,53,3.0,6,0,0,49
Technology,31,Masters & above,m,sourcing,2,38,4.0,5,0,0,81
Operations,14,Bachelors,f,other,1,41,3.0,7,0,0,58
Operations,19,Bachelors,f,other,2,39,4.0,12,0,0,62
Analytics,2,Bachelors,m,other,1,31,1.0,9,0,0,85
Analytics,2,Bachelors,f,sourcing,2,33,3.0,4,0,0,80
Sales & Marketing,26,Bachelors,f,sourcing,1,32,5.0,7,1,0,43
Technology,22,Masters & above,f,sourcing,1,35,2.0,7,1,0,76
Finance,22,Bachelors,m,sourcing,2,29,2.0,3,1,0,59
HR,2,Bachelors,m,other,1,51,4.0,11,0,0,53
Analytics,32,Bachelors,m,other,3,26,5.0,2,1,0,86
Operations,15,Bachelors,f,other,1,44,2.0,4,1,0,56
Operations,15,Bachelors,m,sourcing,3,30,3.0,3,1,0,57
Operations,22,Bachelors,f,other,1,34,4.0,9,1,0,61
Operations,2,Bachelors,m,sourcing,1,38,5.0,2,1,0,57
Sales & Marketing,22,Bachelors,m,sourcing,1,26,2.0,3,0,0,51
Operations,3,Bachelors,m,other,1,45,3.0,7,1,0,57
Operations,7,Masters & above,f,other,2,37,4.0,8,0,0,57
Procurement,2,Masters & above,m,other,1,48,3.0,5,1,0,70
Operations,2,Bachelors,f,sourcing,2,35,5.0,7,1,0,57
Finance,26,Bachelors,m,other,4,33,1.0,4,0,0,61
Sales & Marketing,16,Bachelors,m,other,2,31,1.0,5,0,0,52
HR,2,Bachelors,f,other,1,49,4.0,2,0,0,50
Technology,2,Bachelors,m,sourcing,5,29,3.0,4,0,0,79
Analytics,15,Bachelors,m,sourcing,3,32,3.0,7,0,0,80
Technology,16,Masters & above,f,other,1,41,4.0,5,0,0,79
Operations,11,Masters & above,m,other,1,40,3.0,6,1,0,60
Sales & Marketing,26,Bachelors,m,sourcing,1,48,1.0,21,0,0,47
Sales & Marketing,19,Bachelors,f,other,1,34,1.0,7,0,0,53
Sales & Marketing,4,Bachelors,m,other,1,27,4.0,4,1,0,54
HR,28,Masters & above,f,other,1,33,4.0,6,1,0,79
Sales & Marketing,25,Masters & above,m,other,1,41,5.0,7,1,0,51
Sales & Marketing,7,Masters & above,f,other,2,32,5.0,7,1,0,51
Finance,2,Masters & above,f,sourcing,1,37,2.0,9,0,0,59
Procurement,2,Masters & above,m,sourcing,1,58,3.0,4,1,0,68
Operations,13,Masters & above,f,other,1,37,1.0,6,0,0,64
Analytics,13,Bachelors,m,other,1,37,5.0,8,1,0,84
Operations,16,Bachelors,f,other,1,32,4.0,7,0,0,59
Technology,27,Masters & above,m,sourcing,1,40,5.0,9,1,0,80
Sales & Marketing,2,Bachelors,m,referred,1,35,5.0,7,0,0,46
Procurement,10,Masters & above,m,other,1,35,2.0,9,1,0,70
HR,32,Below Secondary,m,other,2,23,5.0,2,1,0,57
Sales & Marketing,10,Masters & above,m,other,1,36,5.0,4,1,0,48
HR,13,Masters & above,m,other,1,41,3.0,11,1,0,96
Sales & Marketing,22,Bachelors,m,sourcing,3,33,3.0,6,0,0,50
Analytics,2,Bachelors,m,sourcing,1,33,4.0,9,0,0,86
Operations,2,Masters & above,m,other,1,40,3.0,6,0,0,62
Sales & Marketing,4,Masters & above,f,other,1,36,3.0,7,0,0,45
Analytics,2,Bachelors,f,other,1,30,3.0,4,0,0,87
Operations,13,Bachelors,m,other,1,40,3.0,11,0,0,56
Technology,2,Bachelors,m,sourcing,2,31,3.0,3,0,0,84
Sales & Marketing,2,Bachelors,f,sourcing,1,47,1.0,3,0,0,49
Technology,27,Masters & above,f,other,1,41,3.0,9,0,0,78
Procurement,2,Masters & above,f,sourcing,1,40,2.0,3,0,0,71
Legal,2,Bachelors,m,other,1,50,2.0,15,0,0,61
Procurement,16,Bachelors,f,sourcing,1,29,5.0,2,1,0,77
Procurement,34,Bachelors,m,sourcing,1,32,3.0,5,0,0,68
Technology,13,Masters & above,m,other,1,34,4.0,7,1,0,78
Operations,22,Bachelors,m,sourcing,1,29,4.0,2,1,0,59
Technology,2,Masters & above,m,sourcing,1,52,1.0,25,0,0,79
Operations,29,Bachelors,m,other,1,29,5.0,4,0,0,59
Sales & Marketing,2,Masters & above,m,other,1,33,3.0,9,0,0,47
Sales & Marketing,13,Bachelors,f,sourcing,2,34,3.0,4,1,0,47
Finance,25,Bachelors,m,other,1,29,5.0,6,0,0,64
Sales & Marketing,2,Masters & above,m,other,2,38,3.0,2,1,0,51
Operations,2,Below Secondary,m,sourcing,1,25,4.0,3,1,0,65
Operations,7,Bachelors,f,other,1,32,4.0,7,1,0,57
Technology,2,Masters & above,m,other,1,33,5.0,6,1,0,84
Procurement,11,Bachelors,m,other,1,30,2.0,5,1,0,71
Legal,20,Bachelors,m,other,1,31,1.0,5,0,0,59
Sales & Marketing,13,Bachelors,m,sourcing,1,29,5.0,3,1,0,49
Operations,22,Bachelors,f,sourcing,1,45,5.0,17,1,0,61
Operations,23,Bachelors,m,other,1,34,5.0,7,1,0,58
Procurement,34,Bachelors,m,other,1,29,1.0,4,0,0,75
Sales & Marketing,2,Bachelors,m,sourcing,4,28,3.0,4,0,0,46
Sales & Marketing,16,Masters & above,f,sourcing,1,36,5.0,10,0,0,50
Sales & Marketing,22,Bachelors,m,sourcing,6,27,3.0,3,0,0,57
Analytics,22,Bachelors,m,sourcing,2,27,3.0,4,0,0,84
Sales & Marketing,16,Bachelors,m,other,2,51,2.0,17,0,0,48
Operations,7,Bachelors,f,sourcing,1,28,5.0,2,1,0,62
Operations,2,Masters & above,f,sourcing,2,38,4.0,11,0,0,59
Sales & Marketing,9,Bachelors,f,other,1,27,2.0,2,0,0,46
Operations,7,Bachelors,m,sourcing,1,41,3.0,7,0,0,55
Sales & Marketing,13,Bachelors,f,other,1,41,5.0,11,1,0,47
Finance,22,Bachelors,m,other,1,28,4.0,2,0,0,57
Sales & Marketing,2,Bachelors,f,sourcing,1,60,3.0,12,0,0,54
Sales & Marketing,22,Bachelors,m,other,1,31,4.0,6,0,0,46
Sales & Marketing,4,Masters & above,m,sourcing,1,51,5.0,9,1,0,51
Procurement,23,Masters & above,m,other,1,44,4.0,7,1,0,68
Sales & Marketing,22,Masters & above,m,other,1,43,1.0,13,0,0,53
Sales & Marketing,15,Bachelors,m,other,3,31,1.0,5,0,0,50
Operations,2,Bachelors,f,other,1,37,4.0,10,1,0,60
Finance,2,Masters & above,m,other,1,58,4.0,3,1,0,60
Procurement,7,Masters & above,f,other,1,51,3.0,9,0,0,71
Operations,7,Masters & above,m,other,1,43,3.0,15,0,0,63
Sales & Marketing,10,Masters & above,m,other,1,31,3.0,2,0,0,59
Technology,33,Bachelors,m,sourcing,1,53,3.0,11,0,0,79
Finance,31,Bachelors,m,other,1,29,3.0,3,0,0,58
Sales & Marketing,19,Bachelors,m,other,1,37,1.0,7,1,0,52
R&D,22,Masters & above,m,other,2,35,5.0,6,1,0,89
Operations,19,Bachelors,m,other,1,38,4.0,9,1,0,63
Procurement,15,Masters & above,f,other,1,41,3.0,5,0,0,73
Procurement,2,Bachelors,f,sourcing,1,31,5.0,3,1,0,69
Operations,7,Bachelors,m,other,1,35,1.0,9,1,0,65
Sales & Marketing,7,Masters & above,m,other,4,35,1.0,5,0,0,52
Sales & Marketing,2,Bachelors,f,other,1,39,3.0,9,1,0,51
Operations,20,Bachelors,f,other,1,28,4.0,3,0,0,59
Operations,2,Bachelors,f,other,1,45,5.0,17,1,0,63
Procurement,2,Bachelors,f,other,3,38,4.0,13,0,0,72
Procurement,7,Masters & above,f,other,1,59,4.0,14,1,0,64
Analytics,2,Masters & above,m,other,1,44,3.0,4,0,0,83
Sales & Marketing,2,Bachelors,f,sourcing,1,47,3.0,19,0,0,47
Sales & Marketing,23,Bachelors,m,sourcing,1,31,5.0,6,1,0,50
Operations,2,Bachelors,m,sourcing,3,54,5.0,18,0,0,58
Sales & Marketing,12,Bachelors,m,sourcing,1,37,3.0,7,0,0,55
Sales & Marketing,16,Bachelors,m,other,1,36,1.0,7,1,0,48
Analytics,31,Masters & above,m,sourcing,1,43,5.0,6,0,0,81
Procurement,7,Masters & above,f,sourcing,1,32,4.0,5,1,0,72
Sales & Marketing,22,Masters & above,f,sourcing,1,38,1.0,5,0,0,52
Technology,2,Masters & above,f,other,1,50,3.0,8,0,0,84
Operations,7,Bachelors,f,sourcing,1,36,3.0,3,1,1,59
Operations,29,Masters & above,f,other,1,38,5.0,8,1,0,58
Procurement,8,Masters & above,m,other,1,32,3.0,7,1,1,71
Sales & Marketing,4,Bachelors,m,other,2,28,1.0,4,0,0,50
Technology,4,Masters & above,m,sourcing,2,49,2.0,11,0,0,80
Technology,7,Masters & above,m,other,1,41,3.0,7,0,0,87
Procurement,22,Bachelors,f,other,1,29,5.0,2,1,0,66
Sales & Marketing,16,Bachelors,m,other,1,48,4.0,15,0,0,51
Analytics,2,Bachelors,m,sourcing,1,39,1.0,2,0,0,89
Operations,22,Masters & above,m,sourcing,1,40,4.0,4,1,0,61
Operations,2,Bachelors,m,sourcing,1,50,2.0,6,0,0,62
Analytics,2,Bachelors,m,sourcing,1,47,3.0,4,0,0,76
Procurement,2,Masters & above,m,other,1,40,4.0,10,0,0,70
R&D,7,Bachelors,m,sourcing,2,36,2.0,7,1,0,87
Sales & Marketing,14,Bachelors,m,other,1,29,4.0,6,0,0,48
Operations,4,Bachelors,m,other,1,32,3.0,5,1,0,60
Legal,22,Bachelors,m,sourcing,1,29,5.0,3,1,0,60
Operations,15,Masters & above,m,other,2,46,4.0,12,0,0,59
